ID	Label	Integrity	Coverage	NumIntrons	A	B	Γ	E
mRNA16786	XM_014756671.1	0.647	0.623	15	0.600	0.623	1.000	1.000
mRNA16787	XM_014756675.1	0.651	0.670	14	0.643	0.670	0.275	1.000
mRNA16788	XM_014756674.1	0.624	0.667	15	0.600	0.667	0.275	1.000
mRNA16789	XM_014756677.1	1.000	0.999	1	1.000	0.999	1.000	1.000
mRNA16790	XM_014756681.1	0.100	0.000	9	0.000	0.000	1.000	1.000
mRNA16791	XM_014756685.1	0.371	0.236	6	0.333	0.236	1.000	1.000
mRNA16792	XM_014756686.1	0.413	0.243	5	0.400	0.243	1.000	1.000
mRNA16793	XM_014756651.1	0.009	0.000	10	0.000	0.000	0.000	0.180
mRNA16794	XM_014756682.1	0.783	0.660	6	0.833	0.660	1.000	0.690
mRNA16795	XM_014756680.1	0.100	0.000	4	0.000	0.000	1.000	1.000
mRNA16796	XM_014756678.1	0.098	0.000	5	0.000	0.000	0.955	1.000
mRNA16797	XM_014756687.1	0.590	0.629	7	0.571	0.629	0.180	0.990
mRNA16798	XM_014756688.1	0.737	0.695	7	0.714	0.695	1.000	0.990
mRNA16799	XM_014756652.1	0.939	0.919	4	1.000	0.919	0.470	0.790
mRNA16800	XM_014756683.1	0.989	0.991	6	1.000	0.991	0.840	1.000
mRNA16801	XM_014756684.1	0.648	0.977	2	0.500	0.977	0.220	0.880
mRNA16802	XM_014756653.1	0.050	0.000	1	0.000	0.000	1.000	0.000
mRNA16803	XM_014756725.1	0.078	0.000	19	0.000	0.000	0.560	1.000
mRNA16804	XM_014756727.1	0.849	0.996	8	0.750	0.996	1.000	1.000
mRNA16805	XM_014756726.1	0.849	0.996	8	0.750	0.996	1.000	1.000
mRNA16806	XM_014756691.1	0.389	0.437	6	0.333	0.437	0.165	1.000
mRNA16807	XM_014756692.1	0.096	0.000	11	0.000	0.000	0.915	1.000
mRNA16808	XM_014756730.1	0.963	0.877	6	1.000	0.877	1.000	1.000
mRNA16809	XM_014756689.1	0.747	1.000	10	0.600	1.000	0.745	1.000
mRNA16810	XM_014756715.1	0.305	0.182	8	0.250	0.182	1.000	1.000
mRNA16811	XM_014756710.1	0.969	0.983	2	1.000	0.983	0.480	1.000
mRNA16812	XM_014756713.1	0.684	0.723	3	0.667	0.723	0.825	0.520
mRNA16813	XM_014756712.1	0.960	1.000	3	1.000	1.000	0.685	0.520
mRNA16814	XM_014756707.1	0.088	0.000	1	0.000	0.000	1.000	0.750
mRNA16815	XM_014756709.1	0.400	0.000	2	0.500	0.000	1.000	1.000
mRNA16816	XM_014756711.1	0.939	0.986	2	1.000	0.986	0.545	0.310
mRNA16817	XM_014756706.1	0.979	0.992	3	1.000	0.992	0.630	1.000
mRNA16818	XM_014756714.1	0.400	0.000	2	0.500	0.000	1.000	1.000
mRNA16819	XM_014756723.1	0.490	0.000	3	0.667	0.000	0.795	1.000
mRNA16820	XM_014756724.1	0.902	0.925	8	0.875	0.925	1.000	1.000
mRNA16821	XM_014756693.1	0.940	1.000	10	0.900	1.000	1.000	1.000
mRNA16822	XM_014756703.1	0.873	1.000	7	0.857	1.000	0.175	1.000
mRNA16823	XM_014756702.1	0.958	1.000	6	1.000	1.000	0.170	1.000
mRNA16824	XM_014756705.1	1.000	1.000	3	1.000	1.000	1.000	1.000
mRNA16825	XM_014756704.1	0.744	0.862	3	0.667	0.862	0.710	1.000
mRNA16826	XM_014756695.1	0.696	0.785	5	0.600	0.785	1.000	1.000
mRNA16827	XM_014756698.1	0.914	1.000	7	0.857	1.000	1.000	1.000
mRNA16828	XM_014756697.1	1.000	1.000	7	1.000	1.000	1.000	1.000
mRNA16829	XM_014756696.1	0.882	0.960	7	0.857	0.960	0.590	1.000
mRNA16830	XM_014756701.1	0.817	0.889	4	0.750	0.889	1.000	1.000
mRNA16831	XM_014756700.1	0.797	0.989	4	0.750	0.989	0.000	1.000
mRNA16832	XM_014756694.1	0.617	0.391	3	0.667	0.391	1.000	1.000
mRNA16833	XM_014756729.1	0.813	0.876	4	0.750	0.876	1.000	1.000
mRNA16834	XM_014756722.1	0.378	0.357	14	0.286	0.357	1.000	1.000
mRNA16835	XM_014756721.1	0.449	0.364	15	0.400	0.364	1.000	1.000
mRNA16836	XM_014756720.1	0.979	0.931	6	1.000	0.931	1.000	1.000
mRNA16837	XM_014756718.1	0.600	0.555	9	0.556	0.555	1.000	1.000
mRNA16838	XM_014756719.1	0.645	0.705	9	0.556	0.705	1.000	1.000
mRNA16839	XM_014756717.1	0.606	0.575	9	0.556	0.575	1.000	1.000
mRNA16840	XM_014756732.1	0.700	0.832	6	0.667	0.832	0.615	0.400
mRNA16841	XM_014756731.1	0.702	0.832	6	0.667	0.832	0.650	0.400
mRNA16842	XM_014756736.1	0.890	0.954	9	0.889	0.954	1.000	0.410
mRNA16843	XM_014756735.1	0.957	0.954	9	1.000	0.954	1.000	0.410
mRNA16844	XM_014756737.1	0.100	0.000	6	0.000	0.000	1.000	1.000
mRNA16845	XM_014756779.1	0.100	0.000	8	0.000	0.000	0.990	1.000
mRNA16846	XM_014756746.1	0.054	0.000	1	0.000	0.000	0.090	1.000
mRNA16847	XM_014756745.1	0.064	0.000	1	0.000	0.000	0.270	1.000
mRNA16848	XM_014756747.1	0.080	0.000	1	0.000	0.000	0.605	1.000
mRNA16849	XM_014756748.1	0.081	0.000	1	0.000	0.000	0.610	1.000
mRNA16850	XM_014756744.1	0.100	0.000	2	0.000	0.000	1.000	1.000
mRNA16851	XM_014756755.1	0.988	0.959	4	1.000	0.959	1.000	1.000
mRNA16852	XM_014756753.1	0.250	0.000	4	0.250	0.000	1.000	1.000
mRNA16853	XM_014756749.1	0.670	0.815	5	0.600	0.815	1.000	0.310
mRNA16854	XM_014756752.1	1.000	1.000	4	1.000	1.000	1.000	1.000
mRNA16855	XM_014756751.1	0.850	1.000	4	0.750	1.000	1.000	1.000
mRNA16856	XM_014756742.1	0.100	0.000	8	0.000	0.000	1.000	1.000
mRNA16857	XM_014756741.1	0.100	0.000	8	0.000	0.000	1.000	1.000
mRNA16858	XM_014756738.1	1.000	1.000	11	1.000	1.000	1.000	1.000
mRNA16859	XM_014756739.1	0.945	0.982	12	0.917	0.982	1.000	1.000
mRNA16860	XM_014756743.1	0.851	0.950	5	0.800	0.950	0.725	1.000
mRNA16861	XM_014756733.1	0.100	0.000	9	0.000	0.000	1.000	1.000
mRNA16862	XM_014756780.1	0.100	0.000	4	0.000	0.000	1.000	1.000
mRNA16863	XM_014756782.1	0.100	0.000	4	0.000	0.000	1.000	1.000
mRNA16864	XM_014756781.1	0.100	0.000	4	0.000	0.000	1.000	1.000
mRNA16865	XM_014756768.1	0.729	0.913	8	0.625	0.913	0.590	1.000
mRNA16866	XM_014756766.1	0.781	0.907	10	0.700	0.907	0.785	1.000
mRNA16867	XM_014756767.1	0.965	0.919	9	1.000	0.919	0.785	1.000
mRNA16868	XM_014756765.1	0.841	0.907	10	0.800	0.907	0.785	1.000
mRNA16869	XM_014756764.1	0.380	0.000	4	0.500	0.000	0.590	1.000
mRNA16870	XM_014756769.1	1.000	1.000	3	1.000	1.000	1.000	1.000
mRNA16871	XM_014756775.1	0.293	0.357	7	0.143	0.357	1.000	1.000
mRNA16872	XM_014756774.1	0.293	0.356	7	0.143	0.356	1.000	1.000
mRNA16873	XM_014756776.1	0.339	0.438	5	0.200	0.438	0.750	1.000
mRNA16874	XM_014756777.1	0.330	0.446	5	0.200	0.446	0.535	1.000
mRNA16875	XM_014756778.1	0.064	0.000	6	0.000	0.000	1.000	0.270
mRNA16876	XM_014756770.1	0.451	0.238	10	0.500	0.238	0.820	0.780
mRNA16877	XM_014756773.1	0.889	0.914	7	0.857	0.914	1.000	1.000
mRNA16878	XM_014756772.1	0.797	0.801	6	0.833	0.801	0.135	1.000
mRNA16879	XM_014756783.1	0.059	0.000	3	0.000	0.000	1.000	0.170
mRNA16880	XM_014756734.1	0.650	0.000	0	1.000	0.000	1.000	0.000
mRNA16881	XM_014756758.1	0.612	0.791	6	0.500	0.791	0.490	1.000
mRNA16882	XM_014756760.1	0.400	0.000	2	0.500	0.000	1.000	1.000
mRNA16883	XM_014756761.1	0.693	1.000	4	0.500	1.000	0.855	1.000
mRNA16884	XM_014756762.1	0.988	0.985	4	1.000	0.985	0.855	1.000
mRNA16885	XM_014756763.1	0.075	0.000	2	0.000	0.000	0.505	1.000
mRNA16886	XM_014756757.1	0.843	0.978	4	0.750	0.978	1.000	1.000
mRNA16887	XM_014756756.1	0.690	0.968	4	0.500	0.968	1.000	1.000
mRNA16888	XM_014756830.1	1.000	1.000	4	1.000	1.000	1.000	1.000
mRNA16889	XM_014756831.1	0.878	0.994	5	0.800	0.994	1.000	1.000
mRNA16890	XM_014756834.1	0.576	0.000	5	0.800	0.000	0.925	1.000
mRNA16891	XM_014756833.1	0.501	0.000	4	0.750	0.000	0.925	0.090
mRNA16892	XM_014756785.1	0.009	0.000	4	0.000	0.000	0.000	0.170
mRNA16893	XM_014756835.1	0.789	0.868	7	0.714	0.868	1.000	1.000
mRNA16894	XM_014756814.1	0.750	0.970	3	0.667	0.970	0.175	1.000
mRNA16895	XM_014756815.1	0.994	0.981	3	1.000	0.981	1.000	1.000
mRNA16896	XM_014756816.1	0.758	1.000	3	0.667	1.000	0.155	1.000
mRNA16897	XM_014756818.1	0.987	0.971	3	1.000	0.971	0.915	1.000
mRNA16898	XM_014756819.1	0.759	0.936	3	0.667	0.936	0.565	1.000
mRNA16899	XM_014756820.1	0.963	0.928	1	1.000	0.928	0.685	1.000
mRNA16900	XM_014756817.1	0.700	0.000	3	1.000	0.000	1.000	1.000
mRNA16901	XM_014756822.1	0.912	0.796	5	1.000	0.796	0.460	1.000
mRNA16902	XM_014756823.1	0.813	0.777	5	0.800	0.777	1.000	1.000
mRNA16903	XM_014756824.1	0.100	0.000	11	0.000	0.000	1.000	1.000
mRNA16904	XM_014756786.1	0.020	0.000	15	0.000	0.000	0.000	0.400
mRNA16905	XM_014756827.1	0.061	0.000	6	0.000	0.000	1.000	0.220
mRNA16906	XM_014756826.1	0.998	0.992	3	1.000	0.992	1.000	1.000
mRNA16907	XM_014756792.1	0.757	0.983	3	0.667	0.983	0.580	0.670
mRNA16908	XM_014756796.1	0.560	0.534	8	0.500	0.534	1.000	1.000
mRNA16909	XM_014756795.1	0.556	0.519	8	0.500	0.519	1.000	1.000
mRNA16910	XM_014756797.1	0.527	0.534	9	0.444	0.534	1.000	1.000
mRNA16911	XM_014756798.1	0.832	0.997	4	0.750	0.997	0.650	1.000
mRNA16912	XM_014756804.1	0.597	0.800	7	0.429	0.800	1.000	1.000
mRNA16913	XM_014756802.1	0.597	0.800	7	0.429	0.800	1.000	1.000
mRNA16914	XM_014756799.1	0.539	0.797	6	0.333	0.797	1.000	1.000
mRNA16915	XM_014756801.1	0.589	0.830	5	0.400	0.830	1.000	1.000
mRNA16916	XM_014756806.1	0.494	0.779	7	0.286	0.779	0.780	1.000
mRNA16917	XM_014756805.1	0.493	0.779	7	0.286	0.779	0.760	1.000
mRNA16918	XM_014756807.1	0.506	0.774	6	0.333	0.774	0.475	1.000
mRNA16919	XM_014756803.1	0.503	0.737	6	0.333	0.737	0.645	1.000
mRNA16920	XM_014756800.1	0.476	0.740	6	0.333	0.740	0.075	1.000
mRNA16921	XM_014756809.1	0.834	0.446	4	1.000	0.446	1.000	1.000
mRNA16922	XM_014756787.1	0.050	0.000	11	0.000	0.000	1.000	0.000
mRNA16923	XM_014756788.1	0.000	0.000	8	0.000	0.000	0.000	0.000
mRNA16924	XM_014756789.1	0.000	0.000	4	0.000	0.000	0.000	0.000
mRNA16925	XM_014756793.1	0.050	0.000	6	0.000	0.000	0.705	0.300
mRNA16926	XM_014756790.1	0.000	0.000	5	0.000	0.000	0.000	0.000
mRNA16927	XM_014756791.1	0.000	0.000	6	0.000	0.000	0.000	0.000
mRNA16928	XM_014756829.1	0.894	0.981	7	0.857	0.981	0.710	1.000
mRNA16929	XM_014756828.1	0.983	0.968	8	1.000	0.968	0.855	1.000
mRNA16930	XM_014756813.1	0.305	0.285	5	0.200	0.285	1.000	1.000
mRNA16931	XM_014756812.1	0.667	0.767	16	0.562	0.767	1.000	1.000
mRNA16932	XM_014756810.1	0.691	0.770	15	0.600	0.770	1.000	1.000
mRNA16933	XM_014756811.1	0.668	0.768	16	0.562	0.768	1.000	1.000
mRNA16934	XM_014756825.1	0.985	1.000	16	1.000	1.000	0.695	1.000
mRNA16935	XM_014756885.1	0.074	0.000	9	0.000	0.000	1.000	0.480
mRNA16936	XM_014756843.1	0.969	0.971	1	1.000	0.971	0.550	1.000
mRNA16937	XM_014756880.1	0.991	0.969	3	1.000	0.969	1.000	1.000
mRNA16938	XM_014756881.1	1.000	0.999	4	1.000	0.999	1.000	1.000
mRNA16939	XM_014756841.1	0.995	0.994	2	1.000	0.994	0.925	1.000
mRNA16940	XM_014756876.1	0.063	0.000	1	0.000	0.000	1.000	0.260
mRNA16941	XM_014756874.1	0.653	0.842	4	0.500	0.842	1.000	1.000
mRNA16942	XM_014756846.1	0.364	0.136	5	0.400	0.136	0.660	1.000
mRNA16943	XM_014756849.1	0.856	0.964	9	0.778	0.964	1.000	1.000
mRNA16944	XM_014756851.1	0.902	0.964	8	0.875	0.964	0.765	1.000
mRNA16945	XM_014756852.1	0.858	0.970	9	0.778	0.970	1.000	1.000
mRNA16946	XM_014756850.1	0.929	0.986	9	0.889	0.986	1.000	1.000
mRNA16947	XM_014756848.1	0.800	0.734	5	0.800	0.734	1.000	1.000
mRNA16948	XM_014756847.1	0.868	0.727	5	1.000	0.727	0.000	1.000
mRNA16949	XM_014756840.1	0.058	0.000	4	0.000	0.000	1.000	0.160
mRNA16950	XM_014756839.1	0.846	0.952	6	0.833	0.952	0.825	0.390
mRNA16951	XM_014756838.1	0.860	0.896	6	0.833	0.896	0.825	1.000
mRNA16952	XM_014756836.1	0.971	0.957	5	1.000	0.957	0.825	0.850
mRNA16953	XM_014756842.1	0.756	0.855	3	0.667	0.855	1.000	1.000
mRNA16954	XM_014756859.1	0.100	0.000	10	0.000	0.000	1.000	1.000
mRNA16955	XM_014756860.1	0.100	0.000	10	0.000	0.000	1.000	1.000
mRNA16956	XM_014756869.1	0.881	0.966	8	0.875	0.966	0.315	1.000
mRNA16957	XM_014756868.1	0.896	0.979	8	0.875	0.979	0.540	1.000
mRNA16958	XM_014756867.1	0.980	0.999	8	1.000	0.999	0.605	1.000
mRNA16959	XM_014756861.1	0.294	0.204	9	0.222	0.204	1.000	1.000
mRNA16960	XM_014756863.1	0.284	0.174	9	0.222	0.174	0.960	1.000
mRNA16961	XM_014756866.1	0.267	0.114	9	0.222	0.114	1.000	1.000
mRNA16962	XM_014756864.1	0.254	0.114	10	0.200	0.114	1.000	1.000
mRNA16963	XM_014756865.1	0.269	0.119	9	0.222	0.119	1.000	1.000
mRNA16964	XM_014756887.1	0.466	0.421	5	0.400	0.421	1.000	1.000
mRNA16965	XM_014756870.1	0.920	0.886	13	0.923	0.886	1.000	1.000
mRNA16966	XM_014756871.1	0.901	0.955	14	0.857	0.955	1.000	1.000
mRNA16967	XM_014756873.1	0.972	0.906	13	1.000	0.906	1.000	1.000
mRNA16968	XM_014756872.1	0.908	0.978	14	0.857	0.978	1.000	1.000
mRNA16969	XM_014756844.1	0.989	1.000	3	1.000	1.000	0.790	1.000
mRNA16970	XM_014756884.1	0.672	0.906	4	0.500	0.906	1.000	1.000
mRNA16971	XM_014756882.1	0.722	0.874	5	0.600	0.874	1.000	1.000
mRNA16972	XM_014756883.1	0.668	0.892	6	0.500	0.892	1.000	1.000
mRNA16973	XM_014756877.1	0.988	0.962	10	1.000	0.962	1.000	1.000
mRNA16974	XM_014756879.1	0.995	0.983	4	1.000	0.983	1.000	1.000
mRNA16975	XM_014756878.1	0.566	0.588	2	0.500	0.588	0.800	1.000
mRNA16976	XM_014756853.1	0.878	0.793	10	0.900	0.793	1.000	1.000
mRNA16977	XM_014756855.1	0.838	0.824	11	0.818	0.824	1.000	1.000
mRNA16978	XM_014756858.1	0.097	0.000	2	0.000	0.000	1.000	0.940
mRNA16979	XM_014756857.1	0.097	0.000	2	0.000	0.000	1.000	0.940
mRNA16980	XM_014756856.1	0.097	0.000	2	0.000	0.000	1.000	0.940
mRNA16981	XM_014756889.1	0.705	0.767	8	0.625	0.767	1.000	1.000
mRNA16982	XM_014756888.1	0.697	0.740	8	0.625	0.740	1.000	1.000
mRNA16983	XM_014756915.1	0.597	0.655	4	0.500	0.655	1.000	1.000
mRNA16984	XM_014756908.1	0.494	0.586	11	0.364	0.586	1.000	1.000
mRNA16985	XM_014756914.1	0.063	0.000	2	0.000	0.000	0.260	1.000
mRNA16986	XM_014756913.1	0.100	0.000	4	0.000	0.000	1.000	1.000
mRNA16987	XM_014756912.1	0.100	0.000	3	0.000	0.000	1.000	1.000
mRNA16988	XM_014756910.1	0.999	0.998	2	1.000	0.998	1.000	1.000
mRNA16989	XM_014756909.1	0.969	1.000	9	1.000	1.000	0.390	1.000
mRNA16990	XM_014756911.1	0.976	0.984	3	1.000	0.984	1.000	0.610
mRNA16991	XM_014756890.1	0.526	0.000	0	0.877	0.000	0.000	0.000
mRNA16992	XM_014756891.1	0.006	0.000	2	0.000	0.000	0.125	0.000
mRNA16993	XM_014756892.1	0.527	0.666	12	0.417	0.666	0.550	1.000
mRNA16994	XM_014756894.1	0.511	0.680	12	0.417	0.680	0.130	1.000
mRNA16995	XM_014756896.1	0.987	0.955	8	1.000	0.955	1.000	1.000
mRNA16996	XM_014756899.1	0.765	0.657	5	0.800	0.657	0.760	1.000
mRNA16997	XM_014756898.1	0.744	0.672	5	0.800	0.672	0.245	1.000
mRNA16998	XM_014756903.1	0.823	0.855	5	0.800	0.855	0.730	1.000
mRNA16999	XM_014756897.1	0.758	0.594	5	0.800	0.594	1.000	1.000
mRNA17000	XM_014756902.1	0.626	0.555	5	0.600	0.555	1.000	1.000
mRNA17001	XM_014756900.1	0.691	0.638	6	0.667	0.638	1.000	1.000
mRNA17002	XM_014756901.1	0.693	0.644	6	0.667	0.644	1.000	1.000
mRNA17003	XM_014756905.1	0.100	0.000	5	0.000	0.000	1.000	1.000
mRNA17004	XM_014756906.1	0.076	0.000	4	0.000	0.000	0.515	1.000
mRNA17005	XM_014756904.1	0.100	0.000	5	0.000	0.000	1.000	1.000
mRNA17006	XM_014756895.1	0.768	0.627	5	0.800	0.627	1.000	1.000
mRNA17007	XM_014756917.1	0.100	0.000	8	0.000	0.000	1.000	1.000
mRNA17008	XM_014756918.1	0.100	0.000	7	0.000	0.000	1.000	1.000
mRNA17009	XM_014756916.1	0.100	0.000	8	0.000	0.000	1.000	1.000
mRNA17010	XM_014756921.1	0.000	0.000	2	0.000	0.000	0.000	0.000
mRNA17011	XM_014756922.1	0.000	0.000	2	0.000	0.000	0.000	0.000
mRNA17012	XM_014756923.1	0.000	0.000	4	0.000	0.000	0.000	0.000
mRNA17013	XM_014756941.1	0.829	0.500	7	1.000	0.500	1.000	0.570
mRNA17014	XM_014756940.1	0.673	0.481	8	0.750	0.481	1.000	0.570
mRNA17015	XM_014756932.1	0.593	0.645	2	0.500	0.645	1.000	1.000
mRNA17016	XM_014756933.1	0.638	0.794	2	0.500	0.794	1.000	1.000
mRNA17017	XM_014756929.1	0.377	0.422	4	0.250	0.422	1.000	1.000
mRNA17018	XM_014756930.1	0.381	0.436	4	0.250	0.436	1.000	1.000
mRNA17019	XM_014756936.1	0.995	0.993	2	1.000	0.993	1.000	0.940
mRNA17020	XM_014756934.1	0.363	0.278	10	0.300	0.278	1.000	1.000
mRNA17021	XM_014756935.1	0.485	0.555	11	0.364	0.555	1.000	1.000
mRNA17022	XM_014756937.1	0.976	0.982	3	1.000	0.982	0.620	1.000
mRNA17023	XM_014756938.1	0.100	0.000	3	0.000	0.000	1.000	1.000
mRNA17024	XM_014756925.1	0.639	0.197	5	0.800	0.197	1.000	1.000
mRNA17025	XM_014756926.1	0.417	0.390	3	0.333	0.390	1.000	1.000
mRNA17026	XM_014756927.1	0.730	0.751	13	0.692	0.751	0.785	1.000
mRNA17027	XM_014756928.1	0.672	0.711	13	0.615	0.711	0.780	1.000
mRNA17028	XM_014756924.1	0.057	0.000	1	0.000	0.000	1.000	0.130
mRNA17029	XM_014756944.1	0.067	0.000	2	0.000	0.000	0.340	1.000
mRNA17030	XM_014756958.1	0.549	0.566	23	0.478	0.566	0.840	1.000
mRNA17031	XM_014756955.1	0.536	0.564	24	0.458	0.564	0.845	1.000
mRNA17032	XM_014756957.1	0.548	0.564	23	0.478	0.564	0.845	1.000
mRNA17033	XM_014756953.1	0.536	0.562	24	0.458	0.562	0.845	1.000
mRNA17034	XM_014756960.1	0.475	0.549	22	0.364	0.549	0.850	1.000
mRNA17035	XM_014756959.1	0.493	0.554	23	0.391	0.554	0.850	1.000
mRNA17036	XM_014756954.1	0.511	0.561	24	0.417	0.561	0.855	1.000
mRNA17037	XM_014756963.1	0.484	0.379	2	0.500	0.379	1.000	0.400
mRNA17038	XM_014756962.1	0.784	0.381	2	1.000	0.381	1.000	0.400
mRNA17039	XM_014756961.1	0.662	0.000	0	1.000	0.000	0.375	0.860
mRNA17040	XM_014756976.1	0.426	0.368	5	0.400	0.368	0.710	0.810
mRNA17041	XM_014756975.1	0.580	0.432	5	0.600	0.432	1.000	0.810
mRNA17042	XM_014756949.1	0.625	0.608	7	0.571	0.608	1.000	1.000
mRNA17043	XM_014756948.1	0.711	0.609	7	0.714	0.609	1.000	1.000
mRNA17044	XM_014756952.1	0.754	0.991	5	0.600	0.991	1.000	0.930
mRNA17045	XM_014756951.1	0.694	0.992	4	0.500	0.992	1.000	0.930
mRNA17046	XM_014756950.1	0.844	0.992	4	0.750	0.992	1.000	0.930
mRNA17047	XM_014756945.1	0.492	0.473	12	0.417	0.473	1.000	1.000
mRNA17048	XM_014756946.1	0.570	0.476	11	0.545	0.476	1.000	1.000
mRNA17049	XM_014756973.1	0.832	0.976	9	0.778	0.976	0.445	1.000
mRNA17050	XM_014756974.1	0.093	0.000	1	0.000	0.000	1.000	0.860
mRNA17051	XM_014756971.1	0.983	0.985	4	1.000	0.985	0.760	1.000
mRNA17052	XM_014756972.1	0.816	0.918	4	0.750	0.918	0.800	1.000
mRNA17053	XM_014756964.1	0.812	0.817	9	0.778	0.817	1.000	1.000
mRNA17054	XM_014756965.1	0.762	0.807	10	0.700	0.807	1.000	1.000
mRNA17055	XM_014756969.1	0.759	0.798	10	0.700	0.798	1.000	1.000
mRNA17056	XM_014756970.1	0.812	0.817	9	0.778	0.817	1.000	1.000
mRNA17057	XM_014756967.1	0.811	0.816	9	0.778	0.816	1.000	1.000
mRNA17058	XM_014756968.1	0.811	0.815	9	0.778	0.815	1.000	1.000
mRNA17059	XM_014756942.1	0.003	0.000	7	0.000	0.000	0.065	0.000
mRNA17060	XM_014756943.1	0.600	0.000	0	1.000	0.000	0.000	0.000
mRNA17061	XM_014756995.1	0.962	0.992	3	1.000	0.992	0.610	0.680
mRNA17062	XM_014756996.1	0.692	0.704	3	0.667	0.704	0.610	1.000
mRNA17063	XM_014756993.1	0.707	0.773	8	0.625	0.773	1.000	1.000
mRNA17064	XM_014756994.1	0.705	0.767	8	0.625	0.767	1.000	1.000
mRNA17065	XM_014756990.1	0.659	0.760	7	0.571	0.760	0.765	1.000
mRNA17066	XM_014756992.1	0.784	0.613	6	0.833	0.613	1.000	1.000
mRNA17067	XM_014757002.1	0.662	0.730	7	0.571	0.730	1.000	1.000
mRNA17068	XM_014757006.1	0.666	0.743	7	0.571	0.743	1.000	1.000
mRNA17069	XM_014757005.1	0.621	0.736	8	0.500	0.736	1.000	1.000
mRNA17070	XM_014757001.1	0.618	0.395	6	0.667	0.395	1.000	1.000
mRNA17071	XM_014757004.1	0.615	0.574	7	0.571	0.574	1.000	1.000
mRNA17072	XM_014757000.1	0.100	0.000	2	0.000	0.000	1.000	1.000
mRNA17073	XM_014756999.1	0.073	0.000	1	0.000	0.000	0.450	1.000
mRNA17074	XM_014756998.1	0.651	0.794	7	0.571	0.794	0.395	1.000
mRNA17075	XM_014756997.1	0.064	0.000	3	0.000	0.000	0.285	1.000
mRNA17076	XM_014756988.1	0.643	0.920	6	0.500	0.920	0.345	1.000
mRNA17077	XM_014756987.1	0.864	1.000	5	0.800	1.000	0.990	0.690
mRNA17078	XM_014756986.1	0.711	0.964	5	0.600	0.964	0.545	0.690
mRNA17079	XM_014756985.1	0.760	0.867	4	0.750	0.867	0.300	0.690
mRNA17080	XM_014756983.1	0.983	0.943	7	1.000	0.943	1.000	1.000
mRNA17081	XM_014756984.1	0.993	0.988	2	1.000	0.988	0.925	1.000
mRNA17082	XM_014756982.1	0.392	0.388	11	0.364	0.388	0.155	1.000
mRNA17083	XM_014756977.1	0.226	0.073	10	0.200	0.073	0.690	1.000
mRNA17084	XM_014756978.1	0.163	0.072	10	0.100	0.072	0.630	1.000
mRNA17085	XM_014756981.1	0.250	0.329	24	0.167	0.329	0.015	1.000
mRNA17086	XM_014756980.1	0.953	0.989	2	1.000	0.989	0.135	1.000
mRNA17087	XM_014756989.1	0.100	0.000	7	0.000	0.000	1.000	1.000
mRNA17088	XM_014757016.1	0.618	0.609	15	0.600	0.609	0.500	1.000
mRNA17089	XM_014757015.1	0.589	0.590	16	0.562	0.590	0.500	1.000
mRNA17090	XM_014757014.1	0.625	0.583	16	0.625	0.583	0.500	1.000
mRNA17091	XM_014757012.1	0.567	0.580	17	0.529	0.580	0.500	1.000
mRNA17092	XM_014757013.1	0.541	0.469	18	0.500	0.469	1.000	1.000
mRNA17093	XM_014757009.1	0.954	0.981	3	1.000	0.981	0.190	1.000
mRNA17094	XM_014757010.1	0.000	0.000	12	0.000	0.000	0.000	0.000
mRNA17095	XM_014757017.1	0.448	0.160	2	0.500	0.160	1.000	1.000
mRNA17096	XM_014757007.1	0.000	0.000	5	0.000	0.000	0.000	0.000
mRNA17097	XM_014757011.1	0.000	0.000	5	0.000	0.000	0.000	0.000
mRNA17098	XM_014757008.1	0.000	0.000	1	0.000	0.000	0.000	0.000
mRNA17099	XM_014757019.1	0.000	0.000	6	0.000	0.000	0.000	0.000
mRNA17100	XM_014757020.1	0.000	0.000	1	0.000	0.000	0.000	0.000
mRNA17101	XM_014757021.1	0.000	0.000	2	0.000	0.000	0.000	0.000
mRNA17102	XM_014757022.1	0.000	0.000	3	0.000	0.000	0.000	0.000
mRNA17103	XM_014757023.1	0.000	0.000	1	0.000	0.000	0.000	0.000
mRNA17104	XM_014757038.1	0.578	0.699	6	0.500	0.699	0.540	0.830
mRNA17105	XM_014757037.1	0.580	0.693	6	0.500	0.693	0.620	0.830
mRNA17106	XM_014757035.1	0.100	0.000	7	0.000	0.000	1.000	1.000
mRNA17107	XM_014757036.1	0.100	0.000	7	0.000	0.000	1.000	1.000
mRNA17108	XM_014757024.1	0.000	0.000	1	0.000	0.000	0.000	0.000
mRNA17109	XM_014757033.1	0.381	0.367	21	0.286	0.367	1.000	1.000
mRNA17110	XM_014757034.1	0.381	0.365	21	0.286	0.365	1.000	1.000
mRNA17111	XM_014757032.1	0.338	0.379	21	0.286	0.379	0.065	1.000
mRNA17112	XM_014757025.1	0.000	0.000	5	0.000	0.000	0.000	0.000
mRNA17113	XM_014757026.1	0.000	0.000	4	0.000	0.000	0.000	0.000
mRNA17114	XM_014757027.1	0.000	0.000	4	0.000	0.000	0.000	0.000
mRNA17115	XM_014757028.1	0.000	0.000	7	0.000	0.000	0.000	0.000
mRNA17116	XM_014757030.1	0.451	0.336	4	0.500	0.336	0.000	1.000
mRNA17117	XM_014757031.1	0.000	0.000	4	0.000	0.000	0.000	0.000
