hiLocus	iLocus	Species	Protein
HymHub-v0.3.0-HILC-1556	AmelILC-14740		XP_392060.2
HymHub-v0.3.0-HILC-1556	BterILC-10645		XP_012172112.1
HymHub-v0.3.0-HILC-1556	CfloILC-10547		XP_011254979.1
HymHub-v0.3.0-HILC-1556	HsalILC-19135		XP_011147369.1
HymHub-v0.3.0-HILC-1556	PcanILC-05917		XP_014602752.1
HymHub-v0.3.0-HILC-1556	PdomILC-09137		XP_015181250.1
HymHub-v0.3.0-HILC-1556	NvitILC-04645		XP_003424869.1
HymHub-v0.3.0-HILC-1557	AmelILC-14145		XP_006559268.1
HymHub-v0.3.0-HILC-1557	BterILC-10890		XP_003401518.1
HymHub-v0.3.0-HILC-1557	CfloILC-19115		XP_011261865.1
HymHub-v0.3.0-HILC-1557	HsalILC-13080		XP_011142123.1
HymHub-v0.3.0-HILC-1557	PcanILC-08101		XP_014606059.1
HymHub-v0.3.0-HILC-1557	PdomILC-03819		XP_015172957.1
HymHub-v0.3.0-HILC-1557	NvitILC-07721		XP_001605411.1
HymHub-v0.3.0-HILC-1558	AmelILC-08980		XP_396646.1
HymHub-v0.3.0-HILC-1558	BterILC-06717		XP_003397994.1
HymHub-v0.3.0-HILC-1558	CfloILC-22130		XP_011264104.1
HymHub-v0.3.0-HILC-1558	HsalILC-11006		XP_011140308.1
HymHub-v0.3.0-HILC-1558	PcanILC-04771		XP_014601000.1
HymHub-v0.3.0-HILC-1558	PdomILC-05070		XP_015175120.1
HymHub-v0.3.0-HILC-1558	NvitILC-03997		XP_001604171.1
HymHub-v0.3.0-HILC-1559	AmelILC-08468		XP_624141.2
HymHub-v0.3.0-HILC-1559	BterILC-14503		XP_012175099.1
HymHub-v0.3.0-HILC-1559	CfloILC-03169		XP_011268449.1
HymHub-v0.3.0-HILC-1559	HsalILC-26191		XP_011153088.1
HymHub-v0.3.0-HILC-1559	PcanILC-08840		XP_014607211.1
HymHub-v0.3.0-HILC-1559	PdomILC-01707		XP_015189260.1
HymHub-v0.3.0-HILC-1559	NvitILC-01298		XP_001600147.1
HymHub-v0.3.0-HILC-1560	AmelILC-11728		XP_392764.1
HymHub-v0.3.0-HILC-1560	BterILC-07982		XP_003399059.1
HymHub-v0.3.0-HILC-1560	CfloILC-23892		XP_011265599.1
HymHub-v0.3.0-HILC-1560	HsalILC-17593		XP_011145976.1
HymHub-v0.3.0-HILC-1560	PcanILC-09840		XP_014608771.1
HymHub-v0.3.0-HILC-1560	PdomILC-06466		XP_015177114.1
HymHub-v0.3.0-HILC-1560	NvitILC-23932		XP_008214663.1
HymHub-v0.3.0-HILC-1561	AmelILC-02779		XP_006568282.1
HymHub-v0.3.0-HILC-1561	BterILC-01307		XP_012174909.1
HymHub-v0.3.0-HILC-1561	CfloILC-25518		XP_011266797.1
HymHub-v0.3.0-HILC-1561	HsalILC-09064		XP_011138516.1
HymHub-v0.3.0-HILC-1561	PcanILC-07227		XP_014604770.1
HymHub-v0.3.0-HILC-1561	PdomILC-08058		XP_015179508.1
HymHub-v0.3.0-HILC-1561	NvitILC-12951		XP_008201966.1
HymHub-v0.3.0-HILC-1562	AmelILC-00396		XP_394229.2
HymHub-v0.3.0-HILC-1562	BterILC-13548		XP_003402790.1
HymHub-v0.3.0-HILC-1562	CfloILC-12242		XP_011256504.1
HymHub-v0.3.0-HILC-1562	HsalILC-10457		XP_011139811.1
HymHub-v0.3.0-HILC-1562	PcanILC-12463		XP_014612239.1
HymHub-v0.3.0-HILC-1562	PdomILC-10240		XP_015182891.1
HymHub-v0.3.0-HILC-1562	NvitILC-04054		XP_001603648.2
HymHub-v0.3.0-HILC-1563	AmelILC-02747		XP_001120245.1
HymHub-v0.3.0-HILC-1563	BterILC-01336		XP_003393839.1
HymHub-v0.3.0-HILC-1563	CfloILC-07463		XP_011252402.1
HymHub-v0.3.0-HILC-1563	HsalILC-13796		XP_011142805.1
HymHub-v0.3.0-HILC-1563	PcanILC-04523		XP_014600599.1
HymHub-v0.3.0-HILC-1563	PdomILC-01977		XP_015190967.1
HymHub-v0.3.0-HILC-1563	NvitILC-10621		XP_001608149.1
HymHub-v0.3.0-HILC-1564	AmelILC-14378		XP_001121942.2
HymHub-v0.3.0-HILC-1564	BterILC-11090		XP_003401376.1
HymHub-v0.3.0-HILC-1564	CfloILC-06596		XP_011251720.1
HymHub-v0.3.0-HILC-1564	HsalILC-00425		XP_011154293.1
HymHub-v0.3.0-HILC-1564	PcanILC-00404		XP_014599775.1
HymHub-v0.3.0-HILC-1564	PdomILC-04020		XP_015173224.1
HymHub-v0.3.0-HILC-1564	NvitILC-23863		XP_008214982.1
HymHub-v0.3.0-HILC-1565	AmelILC-12938		XP_391975.4
HymHub-v0.3.0-HILC-1565	BterILC-09337		XP_003400106.1
HymHub-v0.3.0-HILC-1565	CfloILC-24424		XP_011266011.1
HymHub-v0.3.0-HILC-1565	HsalILC-26376		XP_011153286.1
HymHub-v0.3.0-HILC-1565	PcanILC-11780		XP_014611310.1
HymHub-v0.3.0-HILC-1565	PdomILC-06907		XP_015177764.1
HymHub-v0.3.0-HILC-1565	NvitILC-11163		XP_001602615.2
HymHub-v0.3.0-HILC-1566	AmelILC-09283		XP_001122724.2
HymHub-v0.3.0-HILC-1566	BterILC-06645		XP_003398031.1
HymHub-v0.3.0-HILC-1566	CfloILC-00249		XP_011265896.1
HymHub-v0.3.0-HILC-1566	HsalILC-09077		XP_011138540.1
HymHub-v0.3.0-HILC-1566	PcanILC-09230		XP_014607677.1
HymHub-v0.3.0-HILC-1566	PdomILC-00238		XP_015174296.1
HymHub-v0.3.0-HILC-1566	NvitILC-24210		XP_001607808.1
HymHub-v0.3.0-HILC-1567	AmelILC-01175		XP_006570106.1
HymHub-v0.3.0-HILC-1567	BterILC-04614		XP_012165405.1
HymHub-v0.3.0-HILC-1567	CfloILC-02307		XP_011264228.1
HymHub-v0.3.0-HILC-1567	HsalILC-23421		XP_011150972.1
HymHub-v0.3.0-HILC-1567	PcanILC-04104		XP_014599910.1
HymHub-v0.3.0-HILC-1567	PdomILC-04328		XP_015173780.1
HymHub-v0.3.0-HILC-1567	NvitILC-04569		XP_001600346.2
HymHub-v0.3.0-HILC-1568	AmelILC-09388		XP_623921.1
HymHub-v0.3.0-HILC-1568	BterILC-05951		XP_003397435.1
HymHub-v0.3.0-HILC-1568	CfloILC-12471		XP_011256802.1
HymHub-v0.3.0-HILC-1568	HsalILC-19488		XP_011147689.1
HymHub-v0.3.0-HILC-1568	PcanILC-06814		XP_014604145.1
HymHub-v0.3.0-HILC-1568	PdomILC-09164		XP_015181200.1
HymHub-v0.3.0-HILC-1568	NvitILC-10693		XP_001607764.1
HymHub-v0.3.0-HILC-1569	AmelILC-12817		XP_393909.2
HymHub-v0.3.0-HILC-1569	BterILC-09486		XP_003400259.1
HymHub-v0.3.0-HILC-1569	CfloILC-01992		XP_011261800.1
HymHub-v0.3.0-HILC-1569	HsalILC-24587		XP_011151791.1
HymHub-v0.3.0-HILC-1569	PcanILC-03092		XP_014598243.1
HymHub-v0.3.0-HILC-1569	PdomILC-05914		XP_015176278.1
HymHub-v0.3.0-HILC-1569	NvitILC-15338		XP_001603644.1
HymHub-v0.3.0-HILC-1570	AmelILC-14380		XP_001121961.1
HymHub-v0.3.0-HILC-1570	BterILC-11088		XP_003401378.1
HymHub-v0.3.0-HILC-1570	CfloILC-06594		XP_011251717.1
HymHub-v0.3.0-HILC-1570	HsalILC-00427		XP_011154308.1
HymHub-v0.3.0-HILC-1570	PcanILC-00402		XP_014600085.1
HymHub-v0.3.0-HILC-1570	PdomILC-04018		XP_015173276.1
HymHub-v0.3.0-HILC-1570	NvitILC-23865		NP_001130004.1
HymHub-v0.3.0-HILC-1571	AmelILC-03040		XP_006568873.1
HymHub-v0.3.0-HILC-1571	BterILC-13315		XP_003402684.1
HymHub-v0.3.0-HILC-1571	CfloILC-10003		XP_011254465.1
HymHub-v0.3.0-HILC-1571	HsalILC-06286		XP_011136193.1
HymHub-v0.3.0-HILC-1571	PcanILC-01510		XP_014614772.1
HymHub-v0.3.0-HILC-1571	PdomILC-13171		XP_015187147.1
HymHub-v0.3.0-HILC-1571	NvitILC-06754		XP_008213380.1
HymHub-v0.3.0-HILC-1572	AmelILC-15738		XP_396099.3
HymHub-v0.3.0-HILC-1572	BterILC-03292		XP_003395276.1
HymHub-v0.3.0-HILC-1572	CfloILC-01425		XP_011256817.1
HymHub-v0.3.0-HILC-1572	HsalILC-26482		XP_011153418.1
HymHub-v0.3.0-HILC-1572	PcanILC-05397		XP_014601812.1
HymHub-v0.3.0-HILC-1572	PdomILC-11347		XP_015184503.1
HymHub-v0.3.0-HILC-1572	NvitILC-07633		XP_001604036.1
HymHub-v0.3.0-HILC-1573	AmelILC-14272		XP_001122441.2
HymHub-v0.3.0-HILC-1573	BterILC-11184		XP_012172492.1
HymHub-v0.3.0-HILC-1573	CfloILC-12728		XP_011256969.1
HymHub-v0.3.0-HILC-1573	HsalILC-02605		XP_011151977.1
HymHub-v0.3.0-HILC-1573	PcanILC-09018		XP_014607390.1
HymHub-v0.3.0-HILC-1573	PdomILC-12826		XP_015186559.1
HymHub-v0.3.0-HILC-1573	NvitILC-00967		NP_001127873.1
HymHub-v0.3.0-HILC-1574	AmelILC-14885		XP_006563776.1
HymHub-v0.3.0-HILC-1574	BterILC-08479		XP_003399439.2
HymHub-v0.3.0-HILC-1574	CfloILC-20027		XP_011262589.1
HymHub-v0.3.0-HILC-1574	HsalILC-25059		XP_011152215.1
HymHub-v0.3.0-HILC-1574	PcanILC-04894		XP_014601191.1
HymHub-v0.3.0-HILC-1574	PdomILC-09452		XP_015181596.1
HymHub-v0.3.0-HILC-1574	NvitILC-10227		XP_001604097.2
HymHub-v0.3.0-HILC-1575	AmelILC-11897		XP_624480.3
HymHub-v0.3.0-HILC-1575	BterILC-08321		XP_003399382.1
HymHub-v0.3.0-HILC-1575	CfloILC-00618		XP_011251202.1
HymHub-v0.3.0-HILC-1575	HsalILC-10947		XP_011140265.1
HymHub-v0.3.0-HILC-1575	PcanILC-09302		XP_014607820.1
HymHub-v0.3.0-HILC-1575	PdomILC-10790		XP_015183766.1
HymHub-v0.3.0-HILC-1575	NvitILC-09500		XP_003426427.1
HymHub-v0.3.0-HILC-1576	AmelILC-11142		XP_624686.1
HymHub-v0.3.0-HILC-1576	BterILC-07708		XP_003398859.1
HymHub-v0.3.0-HILC-1576	CfloILC-12074		XP_011256266.1
HymHub-v0.3.0-HILC-1576	HsalILC-22438		XP_011150255.1
HymHub-v0.3.0-HILC-1576	PcanILC-00267		XP_014598341.1
HymHub-v0.3.0-HILC-1576	PdomILC-14281		XP_015188738.1
HymHub-v0.3.0-HILC-1576	NvitILC-02766		XP_001607424.1
HymHub-v0.3.0-HILC-1577	AmelILC-05714		XP_624826.3
HymHub-v0.3.0-HILC-1577	BterILC-03605		XP_012164064.1
HymHub-v0.3.0-HILC-1577	CfloILC-16602		XP_011260051.1
HymHub-v0.3.0-HILC-1577	HsalILC-12943		XP_011141950.1
HymHub-v0.3.0-HILC-1577	PcanILC-07149		XP_014604556.1
HymHub-v0.3.0-HILC-1577	PdomILC-04426		XP_015173727.1
HymHub-v0.3.0-HILC-1577	NvitILC-08759		XP_001600142.1
HymHub-v0.3.0-HILC-1578	AmelILC-10565		XP_006566064.1
HymHub-v0.3.0-HILC-1578	BterILC-07122		XP_003398303.1
HymHub-v0.3.0-HILC-1578	CfloILC-17225		XP_011260577.1
HymHub-v0.3.0-HILC-1578	HsalILC-05365		XP_011135359.1
HymHub-v0.3.0-HILC-1578	PcanILC-03081		XP_014598197.1
HymHub-v0.3.0-HILC-1578	PdomILC-02052		XP_015191112.1
HymHub-v0.3.0-HILC-1578	NvitILC-05907		XP_001602033.3
HymHub-v0.3.0-HILC-1579	AmelILC-15249		XP_393381.2
HymHub-v0.3.0-HILC-1579	BterILC-12296		XP_003402265.1
HymHub-v0.3.0-HILC-1579	CfloILC-16265		XP_011259829.1
HymHub-v0.3.0-HILC-1579	HsalILC-07233		XP_011136874.1
HymHub-v0.3.0-HILC-1579	PcanILC-03853		XP_014599452.1
HymHub-v0.3.0-HILC-1579	PdomILC-11315		XP_015184549.1
HymHub-v0.3.0-HILC-1579	NvitILC-05764		XP_001605203.1
HymHub-v0.3.0-HILC-1580	AmelILC-09297		XP_393103.2
HymHub-v0.3.0-HILC-1580	BterILC-06633		XP_003398026.1
HymHub-v0.3.0-HILC-1580	CfloILC-07737		XP_011252648.1
HymHub-v0.3.0-HILC-1580	HsalILC-12647		XP_011141724.1
HymHub-v0.3.0-HILC-1580	PcanILC-09243		XP_014607704.1
HymHub-v0.3.0-HILC-1580	PdomILC-00227		XP_015171734.1
HymHub-v0.3.0-HILC-1580	NvitILC-24188		XP_001607765.1
HymHub-v0.3.0-HILC-1581	AmelILC-01400		XP_624364.1
HymHub-v0.3.0-HILC-1581	BterILC-00322		XP_003393097.1
HymHub-v0.3.0-HILC-1581	CfloILC-01270		XP_011255303.1
HymHub-v0.3.0-HILC-1581	HsalILC-23565		XP_011151189.1
HymHub-v0.3.0-HILC-1581	PcanILC-09043		XP_014607451.1
HymHub-v0.3.0-HILC-1581	PdomILC-01338		XP_015190158.1
HymHub-v0.3.0-HILC-1581	NvitILC-02376		XP_001603914.1
HymHub-v0.3.0-HILC-1582	AmelILC-05372		XP_394562.1
HymHub-v0.3.0-HILC-1582	BterILC-03651		XP_003395565.1
HymHub-v0.3.0-HILC-1582	CfloILC-10919		XP_011255231.1
HymHub-v0.3.0-HILC-1582	HsalILC-02631		XP_011152372.1
HymHub-v0.3.0-HILC-1582	PcanILC-12079		XP_014611705.1
HymHub-v0.3.0-HILC-1582	PdomILC-02631		XP_015171346.1
HymHub-v0.3.0-HILC-1582	NvitILC-08854		NP_001165931.1
HymHub-v0.3.0-HILC-1583	AmelILC-10791		XP_393353.2
HymHub-v0.3.0-HILC-1583	BterILC-05294		XP_003396943.1
HymHub-v0.3.0-HILC-1583	CfloILC-00778		XP_011251986.1
HymHub-v0.3.0-HILC-1583	HsalILC-13247		XP_011142337.1
HymHub-v0.3.0-HILC-1583	PcanILC-04992		XP_014601242.1
HymHub-v0.3.0-HILC-1583	PdomILC-01071		XP_015183452.1
HymHub-v0.3.0-HILC-1583	NvitILC-01110		XP_001604485.1
HymHub-v0.3.0-HILC-1584	AmelILC-15838		XP_623109.1
HymHub-v0.3.0-HILC-1584	BterILC-11991		XP_012173391.1
HymHub-v0.3.0-HILC-1584	CfloILC-11027		XP_011255333.1
HymHub-v0.3.0-HILC-1584	HsalILC-23609		XP_011151263.1
HymHub-v0.3.0-HILC-1584	PcanILC-03026		XP_014598166.1
HymHub-v0.3.0-HILC-1584	PdomILC-02025		XP_015191261.1
HymHub-v0.3.0-HILC-1584	NvitILC-07711		XP_001605214.2
HymHub-v0.3.0-HILC-1585	AmelILC-10908		XP_391890.3
HymHub-v0.3.0-HILC-1585	BterILC-10025		XP_012171469.1
HymHub-v0.3.0-HILC-1585	CfloILC-19575		XP_011262203.1
HymHub-v0.3.0-HILC-1585	HsalILC-10272		XP_011139619.1
HymHub-v0.3.0-HILC-1585	PcanILC-12171		XP_014611828.1
HymHub-v0.3.0-HILC-1585	PdomILC-14472		XP_015188950.1
HymHub-v0.3.0-HILC-1585	NvitILC-00525		XP_008203045.1
HymHub-v0.3.0-HILC-1586	AmelILC-12838		XP_001122114.1
HymHub-v0.3.0-HILC-1586	BterILC-09465		XP_003400272.1
HymHub-v0.3.0-HILC-1586	CfloILC-07002		XP_011251962.1
HymHub-v0.3.0-HILC-1586	HsalILC-00351		XP_011153830.1
HymHub-v0.3.0-HILC-1586	PcanILC-09208		XP_014607669.1
HymHub-v0.3.0-HILC-1586	PdomILC-08748		XP_015180744.1
HymHub-v0.3.0-HILC-1586	NvitILC-11262		XP_001604510.2
HymHub-v0.3.0-HILC-1587	AmelILC-05525		XP_006567762.1
HymHub-v0.3.0-HILC-1587	BterILC-11740		XP_003401833.1
HymHub-v0.3.0-HILC-1587	CfloILC-15812		XP_011259449.1
HymHub-v0.3.0-HILC-1587	HsalILC-00617		XP_011135697.1
HymHub-v0.3.0-HILC-1587	PcanILC-10322		XP_014609465.1
HymHub-v0.3.0-HILC-1587	PdomILC-01914		XP_015190935.1
HymHub-v0.3.0-HILC-1587	NvitILC-03146		XP_001608286.1
HymHub-v0.3.0-HILC-1588	AmelILC-05757		XP_001121569.2
HymHub-v0.3.0-HILC-1588	BterILC-02114		XP_012176455.1
HymHub-v0.3.0-HILC-1588	CfloILC-03899		XP_011269194.1
HymHub-v0.3.0-HILC-1588	HsalILC-03066		XP_011153797.1
HymHub-v0.3.0-HILC-1588	PcanILC-05251		XP_014601685.1
HymHub-v0.3.0-HILC-1588	PdomILC-05396		XP_015175424.1
HymHub-v0.3.0-HILC-1588	NvitILC-08653		XP_001606006.1
HymHub-v0.3.0-HILC-1589	AmelILC-14406		XP_396009.2
HymHub-v0.3.0-HILC-1589	BterILC-11319		XP_003401219.1
HymHub-v0.3.0-HILC-1589	CfloILC-05412		XP_011250768.1
HymHub-v0.3.0-HILC-1589	HsalILC-24992		XP_011152154.1
HymHub-v0.3.0-HILC-1589	PcanILC-03791		XP_014599302.1
HymHub-v0.3.0-HILC-1589	PdomILC-13448		XP_015187542.1
HymHub-v0.3.0-HILC-1589	NvitILC-13326		XP_001604751.2
HymHub-v0.3.0-HILC-1590	AmelILC-14799		XP_393179.1
HymHub-v0.3.0-HILC-1590	BterILC-10625		XP_012172080.1
HymHub-v0.3.0-HILC-1590	CfloILC-10375		XP_011254757.1
HymHub-v0.3.0-HILC-1590	HsalILC-05479		XP_011135506.1
HymHub-v0.3.0-HILC-1590	PcanILC-10382		XP_014609528.1
HymHub-v0.3.0-HILC-1590	PdomILC-08908		XP_015180931.1
HymHub-v0.3.0-HILC-1590	NvitILC-15962		XP_001604230.2
HymHub-v0.3.0-HILC-1591	AmelILC-16420		XP_006572271.1
HymHub-v0.3.0-HILC-1591	BterILC-07862		XP_012169427.1
HymHub-v0.3.0-HILC-1591	CfloILC-18730		XP_011261489.1
HymHub-v0.3.0-HILC-1591	HsalILC-22214		XP_011150038.1
HymHub-v0.3.0-HILC-1591	PcanILC-07205		XP_014604734.1
HymHub-v0.3.0-HILC-1591	PdomILC-01683		XP_015190369.1
HymHub-v0.3.0-HILC-1591	NvitILC-12656		XP_008218077.1
HymHub-v0.3.0-HILC-1592	AmelILC-02860		XP_392760.2
HymHub-v0.3.0-HILC-1592	BterILC-01293		XP_003393971.1
HymHub-v0.3.0-HILC-1592	CfloILC-02215		XP_011263581.1
HymHub-v0.3.0-HILC-1592	HsalILC-09846		XP_011139209.1
HymHub-v0.3.0-HILC-1592	PcanILC-15038		XP_014614856.1
HymHub-v0.3.0-HILC-1592	PdomILC-07585		XP_015178967.1
HymHub-v0.3.0-HILC-1592	NvitILC-08608		NP_001165823.1
HymHub-v0.3.0-HILC-1593	AmelILC-11518		XP_006566535.1
HymHub-v0.3.0-HILC-1593	BterILC-08398		XP_012169652.1
HymHub-v0.3.0-HILC-1593	CfloILC-03266		XP_011268570.1
HymHub-v0.3.0-HILC-1593	HsalILC-00482		XP_011154786.1
HymHub-v0.3.0-HILC-1593	PcanILC-11133		XP_014610494.1
HymHub-v0.3.0-HILC-1593	PdomILC-07122		XP_015178097.1
HymHub-v0.3.0-HILC-1593	NvitILC-08699		XP_001607619.1
HymHub-v0.3.0-HILC-1594	AmelILC-15973		XP_397589.2
HymHub-v0.3.0-HILC-1594	BterILC-03262		XP_012164442.1
HymHub-v0.3.0-HILC-1594	CfloILC-05082		XP_011250523.1
HymHub-v0.3.0-HILC-1594	HsalILC-04777		XP_011134965.1
HymHub-v0.3.0-HILC-1594	PcanILC-04987		XP_014601302.1
HymHub-v0.3.0-HILC-1594	PdomILC-01077		XP_015186012.1
HymHub-v0.3.0-HILC-1594	NvitILC-11388		XP_008204307.1
HymHub-v0.3.0-HILC-1595	AmelILC-04859		XP_624806.3
HymHub-v0.3.0-HILC-1595	BterILC-02534		XP_012176729.1
HymHub-v0.3.0-HILC-1595	CfloILC-15177		XP_011258862.1
HymHub-v0.3.0-HILC-1595	HsalILC-08434		XP_011137934.1
HymHub-v0.3.0-HILC-1595	PcanILC-13224		XP_014613219.1
HymHub-v0.3.0-HILC-1595	PdomILC-11743		XP_015185023.1
HymHub-v0.3.0-HILC-1595	NvitILC-07390		XP_001603445.1
HymHub-v0.3.0-HILC-1596	AmelILC-16283		XP_006572209.1
HymHub-v0.3.0-HILC-1596	BterILC-11405		XP_003401629.1
HymHub-v0.3.0-HILC-1596	CfloILC-16034		XP_011259632.1
HymHub-v0.3.0-HILC-1596	HsalILC-14019		XP_011143016.1
HymHub-v0.3.0-HILC-1596	PcanILC-00140		XP_014602450.1
HymHub-v0.3.0-HILC-1596	PdomILC-07066		XP_015177933.1
HymHub-v0.3.0-HILC-1596	NvitILC-09348		XP_008205519.1
HymHub-v0.3.0-HILC-1597	AmelILC-15380		XP_397056.2
HymHub-v0.3.0-HILC-1597	BterILC-09127		XP_003399667.1
HymHub-v0.3.0-HILC-1597	CfloILC-19028		XP_011261780.1
HymHub-v0.3.0-HILC-1597	HsalILC-16375		XP_011145030.1
HymHub-v0.3.0-HILC-1597	PcanILC-11810		XP_014611375.1
HymHub-v0.3.0-HILC-1597	PdomILC-05996		XP_015176544.1
HymHub-v0.3.0-HILC-1597	NvitILC-13261		NP_001123226.1
HymHub-v0.3.0-HILC-1598	AmelILC-03840		XP_001121818.1
HymHub-v0.3.0-HILC-1598	BterILC-07792		XP_003399207.1
HymHub-v0.3.0-HILC-1598	CfloILC-13006		XP_011257152.1
HymHub-v0.3.0-HILC-1598	HsalILC-23770		XP_011151364.1
HymHub-v0.3.0-HILC-1598	PcanILC-12411		XP_014612163.1
HymHub-v0.3.0-HILC-1598	PdomILC-12924		XP_015186784.1
HymHub-v0.3.0-HILC-1598	NvitILC-05244		XP_008204187.1
HymHub-v0.3.0-HILC-1599	AmelILC-11516		XP_624661.1
HymHub-v0.3.0-HILC-1599	BterILC-08396		XP_003399325.1
HymHub-v0.3.0-HILC-1599	CfloILC-22421		XP_011264394.1
HymHub-v0.3.0-HILC-1599	HsalILC-23315		XP_011150863.1
HymHub-v0.3.0-HILC-1599	PcanILC-07987		XP_014605844.1
HymHub-v0.3.0-HILC-1599	PdomILC-07125		XP_015178098.1
HymHub-v0.3.0-HILC-1599	NvitILC-03518		XP_001605379.1
HymHub-v0.3.0-HILC-1600	AmelILC-11458		XP_624527.2
HymHub-v0.3.0-HILC-1600	BterILC-08356		XP_003399360.1
HymHub-v0.3.0-HILC-1600	CfloILC-05679		XP_011251022.1
HymHub-v0.3.0-HILC-1600	HsalILC-10142		XP_011139472.1
HymHub-v0.3.0-HILC-1600	PcanILC-13316		XP_014613348.1
HymHub-v0.3.0-HILC-1600	PdomILC-14483		XP_015188961.1
HymHub-v0.3.0-HILC-1600	NvitILC-22674		XP_001600371.1
HymHub-v0.3.0-HILC-1601	AmelILC-07077		XP_006571026.1
HymHub-v0.3.0-HILC-1601	BterILC-13903		XP_003402969.1
HymHub-v0.3.0-HILC-1601	CfloILC-14979		XP_011258693.1
HymHub-v0.3.0-HILC-1601	HsalILC-20010		XP_011148117.1
HymHub-v0.3.0-HILC-1601	PcanILC-12360		XP_014612078.1
HymHub-v0.3.0-HILC-1601	PdomILC-09616		XP_015181906.1
HymHub-v0.3.0-HILC-1601	NvitILC-24264		XP_008214898.1
HymHub-v0.3.0-HILC-1602	AmelILC-11949		XP_006570350.1
HymHub-v0.3.0-HILC-1602	BterILC-07895		XP_012169385.1
HymHub-v0.3.0-HILC-1602	CfloILC-23867		XP_011265562.1
HymHub-v0.3.0-HILC-1602	HsalILC-18252		XP_011146492.1
HymHub-v0.3.0-HILC-1602	PcanILC-12849		XP_014612710.1
HymHub-v0.3.0-HILC-1602	PdomILC-07587		XP_015178753.1
HymHub-v0.3.0-HILC-1602	NvitILC-05040		XP_001605429.2
HymHub-v0.3.0-HILC-1603	AmelILC-07889		XP_392437.2
HymHub-v0.3.0-HILC-1603	BterILC-04815		XP_003396589.1
HymHub-v0.3.0-HILC-1603	CfloILC-25056		XP_011266494.1
HymHub-v0.3.0-HILC-1603	HsalILC-10153		XP_011139488.1
HymHub-v0.3.0-HILC-1603	PcanILC-06516		XP_014603572.1
HymHub-v0.3.0-HILC-1603	PdomILC-00456		XP_015175966.1
HymHub-v0.3.0-HILC-1603	NvitILC-15584		NP_001161241.1
HymHub-v0.3.0-HILC-1604	AmelILC-07869		XP_395163.2
HymHub-v0.3.0-HILC-1604	BterILC-04751		XP_003396794.1
HymHub-v0.3.0-HILC-1604	CfloILC-22537		XP_011264446.1
HymHub-v0.3.0-HILC-1604	HsalILC-01689		XP_011144641.1
HymHub-v0.3.0-HILC-1604	PcanILC-04122		XP_014599946.1
HymHub-v0.3.0-HILC-1604	PdomILC-04348		XP_015173695.1
HymHub-v0.3.0-HILC-1604	NvitILC-01117		XP_001605493.1
HymHub-v0.3.0-HILC-1605	AmelILC-12654		XP_625063.2
HymHub-v0.3.0-HILC-1605	BterILC-09732		XP_003400191.1
HymHub-v0.3.0-HILC-1605	CfloILC-23492		XP_011265301.1
HymHub-v0.3.0-HILC-1605	HsalILC-07223		XP_011136856.1
HymHub-v0.3.0-HILC-1605	PcanILC-04690		XP_014600741.1
HymHub-v0.3.0-HILC-1605	PdomILC-02871		XP_015171685.1
HymHub-v0.3.0-HILC-1605	NvitILC-22561		XP_001602249.2
HymHub-v0.3.0-HILC-1606	AmelILC-14431		XP_006561099.1
HymHub-v0.3.0-HILC-1606	BterILC-11289		XP_003401237.1
HymHub-v0.3.0-HILC-1606	CfloILC-16221		XP_011259798.1
HymHub-v0.3.0-HILC-1606	HsalILC-26610		XP_011153504.1
HymHub-v0.3.0-HILC-1606	PcanILC-06270		XP_014603069.1
HymHub-v0.3.0-HILC-1606	PdomILC-05013		XP_015174694.1
HymHub-v0.3.0-HILC-1606	NvitILC-03105		XP_008215875.1
HymHub-v0.3.0-HILC-1607	AmelILC-08486		XP_006563826.1
HymHub-v0.3.0-HILC-1607	BterILC-14358		XP_012174942.1
HymHub-v0.3.0-HILC-1607	CfloILC-01465		XP_011257138.1
HymHub-v0.3.0-HILC-1607	HsalILC-18315		XP_011146563.1
HymHub-v0.3.0-HILC-1607	PcanILC-09394		XP_014607986.1
HymHub-v0.3.0-HILC-1607	PdomILC-10876		XP_015183656.1
HymHub-v0.3.0-HILC-1607	NvitILC-04570		XP_003424917.1
HymHub-v0.3.0-HILC-1608	AmelILC-01972		XP_624749.3
HymHub-v0.3.0-HILC-1608	BterILC-00071		XP_003392943.1
HymHub-v0.3.0-HILC-1608	CfloILC-14780		XP_011258539.1
HymHub-v0.3.0-HILC-1608	HsalILC-25969		XP_011152899.1
HymHub-v0.3.0-HILC-1608	PcanILC-00155		XP_014609468.1
HymHub-v0.3.0-HILC-1608	PdomILC-05802		XP_015176084.1
HymHub-v0.3.0-HILC-1608	NvitILC-00186		XP_001605922.1
HymHub-v0.3.0-HILC-1609	AmelILC-04075		XP_001120217.1
HymHub-v0.3.0-HILC-1609	BterILC-01937		XP_003394171.1
HymHub-v0.3.0-HILC-1609	CfloILC-03915		XP_011269207.1
HymHub-v0.3.0-HILC-1609	HsalILC-03080		XP_011153816.1
HymHub-v0.3.0-HILC-1609	PcanILC-07031		XP_014604472.1
HymHub-v0.3.0-HILC-1609	PdomILC-13258		XP_015187323.1
HymHub-v0.3.0-HILC-1609	NvitILC-02972		NP_001165855.1
HymHub-v0.3.0-HILC-1610	AmelILC-15943		XP_006572070.1
HymHub-v0.3.0-HILC-1610	BterILC-05269		XP_012166085.1
