hiLocus	iLocus	Species	Protein
HymHub-v0.3.0-HILC-1128	PcanILC-02742		XP_014616957.1
HymHub-v0.3.0-HILC-1128	PdtlILC-08447		PdomMRNAr1.2-09006.1
HymHub-v0.3.0-HILC-1128	NvitILC-13372		XP_008202237.1
HymHub-v0.3.0-HILC-1129	AmelILC-10788		XP_006557496.1
HymHub-v0.3.0-HILC-1129	BterILC-05298		XP_003396957.1
HymHub-v0.3.0-HILC-1129	CfloILC-18137		XP_011261128.1
HymHub-v0.3.0-HILC-1129	HsalILC-13253		XP_011142353.1
HymHub-v0.3.0-HILC-1129	PcanILC-13540		XP_014613677.1
HymHub-v0.3.0-HILC-1129	PdtlILC-04304		PdomMRNAr1.2-00471.1
HymHub-v0.3.0-HILC-1129	NvitILC-01113		XP_003425044.1
HymHub-v0.3.0-HILC-1130	AmelILC-14407		XP_624506.1
HymHub-v0.3.0-HILC-1130	BterILC-11318		XP_003401218.1
HymHub-v0.3.0-HILC-1130	CfloILC-05414		XP_011250769.1
HymHub-v0.3.0-HILC-1130	HsalILC-05834		XP_011135722.1
HymHub-v0.3.0-HILC-1130	PcanILC-07014		XP_014604345.1
HymHub-v0.3.0-HILC-1130	PdtlILC-09839		PdomMRNAr1.2-11559.1
HymHub-v0.3.0-HILC-1130	NvitILC-13325		XP_001604676.1
HymHub-v0.3.0-HILC-1131	AmelILC-16815		XP_395696.2
HymHub-v0.3.0-HILC-1131	BterILC-02739		XP_003395188.1
HymHub-v0.3.0-HILC-1131	CfloILC-10040		XP_011254505.1
HymHub-v0.3.0-HILC-1131	HsalILC-05630		XP_011135606.1
HymHub-v0.3.0-HILC-1131	PcanILC-08059		XP_014605939.1
HymHub-v0.3.0-HILC-1131	PdtlILC-02109		PdomMRNAr1.2-03329.1
HymHub-v0.3.0-HILC-1131	NvitILC-05399		XP_008204332.1
HymHub-v0.3.0-HILC-1132	AmelILC-11135		XP_006563365.1
HymHub-v0.3.0-HILC-1132	BterILC-07715		XP_012168828.1
HymHub-v0.3.0-HILC-1132	CfloILC-18435		XP_011261340.1
HymHub-v0.3.0-HILC-1132	HsalILC-14423		XP_011143453.1
HymHub-v0.3.0-HILC-1132	PcanILC-11518		XP_014610953.1
HymHub-v0.3.0-HILC-1132	PdtlILC-12026		PdomMRNAr1.2-06932.1
HymHub-v0.3.0-HILC-1132	NvitILC-06398		XP_008204012.1
HymHub-v0.3.0-HILC-1133	AmelILC-08595		XP_006564658.1
HymHub-v0.3.0-HILC-1133	BterILC-11588		XP_003401716.1
HymHub-v0.3.0-HILC-1133	CfloILC-15709		XP_011259362.1
HymHub-v0.3.0-HILC-1133	HsalILC-04259		XP_011155002.1
HymHub-v0.3.0-HILC-1133	PcanILC-05525		XP_014602119.1
HymHub-v0.3.0-HILC-1133	PdtlILC-00396		PdomMRNAr1.2-11085.1
HymHub-v0.3.0-HILC-1133	NvitILC-08107		XP_008205307.1
HymHub-v0.3.0-HILC-1134	AmelILC-05185		XP_006562207.1
HymHub-v0.3.0-HILC-1134	BterILC-03726		XP_003395507.1
HymHub-v0.3.0-HILC-1134	CfloILC-24912		XP_011266342.1
HymHub-v0.3.0-HILC-1134	HsalILC-01926		XP_011145963.1
HymHub-v0.3.0-HILC-1134	PcanILC-04037		XP_014599688.1
HymHub-v0.3.0-HILC-1134	PdtlILC-10635		PdomMRNAr1.2-06807.1
HymHub-v0.3.0-HILC-1134	NvitILC-09215		XP_001607161.1
HymHub-v0.3.0-HILC-1135	AmelILC-16559		XP_393085.2
HymHub-v0.3.0-HILC-1135	BterILC-03238		XP_012164469.1
HymHub-v0.3.0-HILC-1135	CfloILC-12405		XP_011256718.1
HymHub-v0.3.0-HILC-1135	HsalILC-15859		XP_011144622.1
HymHub-v0.3.0-HILC-1135	PcanILC-12501		XP_014612302.1
HymHub-v0.3.0-HILC-1135	PdtlILC-14370		PdomMRNAr1.2-04703.1
HymHub-v0.3.0-HILC-1135	NvitILC-24258		XP_008214897.1
HymHub-v0.3.0-HILC-1136	AmelILC-07374		XP_393294.1
HymHub-v0.3.0-HILC-1136	BterILC-14835		XP_003403286.1
HymHub-v0.3.0-HILC-1136	CfloILC-17312		XP_011260679.1
HymHub-v0.3.0-HILC-1136	HsalILC-13103		XP_011142172.1
HymHub-v0.3.0-HILC-1136	PcanILC-08422		XP_014606497.1
HymHub-v0.3.0-HILC-1136	PdtlILC-03384		PdomMRNAr1.2-11589.1
HymHub-v0.3.0-HILC-1136	NvitILC-10769		XP_001608256.1
HymHub-v0.3.0-HILC-1137	AmelILC-10658		XP_006569236.1
HymHub-v0.3.0-HILC-1137	BterILC-13005		XP_003402550.2
HymHub-v0.3.0-HILC-1137	CfloILC-18462		XP_011261355.1
HymHub-v0.3.0-HILC-1137	HsalILC-00282		XP_011150381.1
HymHub-v0.3.0-HILC-1137	PcanILC-12161		XP_014611820.1
HymHub-v0.3.0-HILC-1137	PdtlILC-16981		PdomMRNAr1.2-00989.1
HymHub-v0.3.0-HILC-1137	NvitILC-05070		XP_001606972.1
HymHub-v0.3.0-HILC-1138	AmelILC-12546		XP_006566944.1
HymHub-v0.3.0-HILC-1138	BterILC-09005		XP_012170306.1
HymHub-v0.3.0-HILC-1138	CfloILC-19279		XP_011261983.1
HymHub-v0.3.0-HILC-1138	HsalILC-03963		XP_011154733.1
HymHub-v0.3.0-HILC-1138	PcanILC-00485		XP_014601629.1
HymHub-v0.3.0-HILC-1138	PdtlILC-07691		PdomMRNAr1.2-00632.1
HymHub-v0.3.0-HILC-1138	NvitILC-00412		XP_008202946.1
HymHub-v0.3.0-HILC-1139	AmelILC-11269		XP_006564476.1
HymHub-v0.3.0-HILC-1139	BterILC-08041		XP_003399010.1
HymHub-v0.3.0-HILC-1139	CfloILC-10097		XP_011254559.1
HymHub-v0.3.0-HILC-1139	HsalILC-05383		XP_011135483.1
HymHub-v0.3.0-HILC-1139	PcanILC-07412		XP_014605004.1
HymHub-v0.3.0-HILC-1139	PdtlILC-06936		PdomMRNAr1.2-08355.1
HymHub-v0.3.0-HILC-1139	NvitILC-10629		XP_003426708.1
HymHub-v0.3.0-HILC-1140	AmelILC-14362		XP_001121625.1
HymHub-v0.3.0-HILC-1140	BterILC-11104		XP_003401586.1
HymHub-v0.3.0-HILC-1140	CfloILC-18970		XP_011261712.1
HymHub-v0.3.0-HILC-1140	HsalILC-00409		XP_011154243.1
HymHub-v0.3.0-HILC-1140	PcanILC-00421		XP_014599885.1
HymHub-v0.3.0-HILC-1140	PdtlILC-05160		PdomMRNAr1.2-06220.1
HymHub-v0.3.0-HILC-1140	NvitILC-23846		XP_001602713.1
HymHub-v0.3.0-HILC-1141	AmelILC-02237		XP_006559199.1
HymHub-v0.3.0-HILC-1141	BterILC-01015		XP_003393623.1
HymHub-v0.3.0-HILC-1141	CfloILC-11975		XP_011256103.1
HymHub-v0.3.0-HILC-1141	HsalILC-26381		XP_011153297.1
HymHub-v0.3.0-HILC-1141	PcanILC-01670		XP_014615441.1
HymHub-v0.3.0-HILC-1141	PdtlILC-00033		PdomMRNAr1.2-11459.1
HymHub-v0.3.0-HILC-1141	NvitILC-10720		NP_001161324.1
HymHub-v0.3.0-HILC-1142	AmelILC-12667		XP_393883.3
HymHub-v0.3.0-HILC-1142	BterILC-09616		XP_003400167.1
HymHub-v0.3.0-HILC-1142	CfloILC-02413		XP_011265710.1
HymHub-v0.3.0-HILC-1142	HsalILC-07205		XP_011136835.1
HymHub-v0.3.0-HILC-1142	PcanILC-12239		XP_014611902.1
HymHub-v0.3.0-HILC-1142	PdtlILC-11090		PdomMRNAr1.2-10950.1
HymHub-v0.3.0-HILC-1142	NvitILC-08021		XP_008205188.1
HymHub-v0.3.0-HILC-1143	AmelILC-16488		XP_006572325.1
HymHub-v0.3.0-HILC-1143	BterILC-12380		XP_012173883.1
HymHub-v0.3.0-HILC-1143	CfloILC-18179		XP_011261151.1
HymHub-v0.3.0-HILC-1143	HsalILC-08351		XP_011137825.1
HymHub-v0.3.0-HILC-1143	PcanILC-07508		XP_014605225.1
HymHub-v0.3.0-HILC-1143	PdtlILC-12261		PdomMRNAr1.2-09497.1
HymHub-v0.3.0-HILC-1143	NvitILC-01343		XP_001599415.1
HymHub-v0.3.0-HILC-1144	AmelILC-02152		XP_006557711.1
HymHub-v0.3.0-HILC-1144	BterILC-01051		XP_003393642.1
HymHub-v0.3.0-HILC-1144	CfloILC-13027		XP_011257176.1
HymHub-v0.3.0-HILC-1144	HsalILC-11349		XP_011140659.1
HymHub-v0.3.0-HILC-1144	PcanILC-10472		XP_014609644.1
HymHub-v0.3.0-HILC-1144	PdtlILC-04654		PdomMRNAr1.2-01742.1
HymHub-v0.3.0-HILC-1144	NvitILC-04218		XP_001606234.1
HymHub-v0.3.0-HILC-1145	AmelILC-08135		XP_396699.1
HymHub-v0.3.0-HILC-1145	BterILC-14506		XP_003403106.1
HymHub-v0.3.0-HILC-1145	CfloILC-12751		XP_011257000.1
HymHub-v0.3.0-HILC-1145	HsalILC-21528		XP_011149434.1
HymHub-v0.3.0-HILC-1145	PcanILC-14790		XP_014614783.1
HymHub-v0.3.0-HILC-1145	PdtlILC-07953		PdomMRNAr1.2-02481.1
HymHub-v0.3.0-HILC-1145	NvitILC-02493		XP_008215296.1
HymHub-v0.3.0-HILC-1146	AmelILC-00322		XP_006562002.1
HymHub-v0.3.0-HILC-1146	BterILC-06311		XP_003397736.1
HymHub-v0.3.0-HILC-1146	CfloILC-23848		XP_011265535.1
HymHub-v0.3.0-HILC-1146	HsalILC-08285		XP_011137755.1
HymHub-v0.3.0-HILC-1146	PcanILC-10698		XP_014609929.1
HymHub-v0.3.0-HILC-1146	PdtlILC-00911		PdomMRNAr1.2-04789.1
HymHub-v0.3.0-HILC-1146	NvitILC-04274		XP_008212612.1
HymHub-v0.3.0-HILC-1147	AmelILC-09675		XP_006567475.1
HymHub-v0.3.0-HILC-1147	BterILC-06536		XP_003397849.1
HymHub-v0.3.0-HILC-1147	CfloILC-07427		XP_011252357.1
HymHub-v0.3.0-HILC-1147	HsalILC-20986		XP_011148924.1
HymHub-v0.3.0-HILC-1147	PcanILC-03728		XP_014599118.1
HymHub-v0.3.0-HILC-1147	PdtlILC-07888		PdomMRNAr1.2-05617.1
HymHub-v0.3.0-HILC-1147	NvitILC-10254		XP_001604715.2
HymHub-v0.3.0-HILC-1148	AmelILC-04895		XP_001121220.1
HymHub-v0.3.0-HILC-1148	BterILC-12731		XP_012174148.1
HymHub-v0.3.0-HILC-1148	CfloILC-16901		XP_011260270.1
HymHub-v0.3.0-HILC-1148	HsalILC-15971		XP_011144684.1
HymHub-v0.3.0-HILC-1148	PcanILC-00200		XP_014600639.1
HymHub-v0.3.0-HILC-1148	PdtlILC-13999		PdomMRNAr1.2-08081.1
HymHub-v0.3.0-HILC-1148	NvitILC-05939		XP_008216270.1
HymHub-v0.3.0-HILC-1149	AmelILC-01253		XP_006570645.1
HymHub-v0.3.0-HILC-1149	BterILC-00271		XP_003393044.1
HymHub-v0.3.0-HILC-1149	CfloILC-23060		XP_011264856.1
HymHub-v0.3.0-HILC-1149	HsalILC-11402		XP_011140726.1
HymHub-v0.3.0-HILC-1149	PcanILC-06738		XP_014603966.1
HymHub-v0.3.0-HILC-1149	PdtlILC-09046		PdomMRNAr1.2-11662.1
HymHub-v0.3.0-HILC-1149	NvitILC-06901		XP_008213566.1
HymHub-v0.3.0-HILC-1150	AmelILC-07422		XP_006560910.1
HymHub-v0.3.0-HILC-1150	BterILC-05472		XP_003397024.1
HymHub-v0.3.0-HILC-1150	CfloILC-17328		XP_011260695.1
HymHub-v0.3.0-HILC-1150	HsalILC-01318		XP_011141632.1
HymHub-v0.3.0-HILC-1150	PcanILC-04173		XP_014600023.1
HymHub-v0.3.0-HILC-1150	PdtlILC-03492		PdomMRNAr1.2-11859.1
HymHub-v0.3.0-HILC-1150	NvitILC-19184		XP_008210616.1
HymHub-v0.3.0-HILC-1151	AmelILC-09710		XP_006567509.1
HymHub-v0.3.0-HILC-1151	BterILC-06501		XP_012167560.1
HymHub-v0.3.0-HILC-1151	CfloILC-07550		XP_011252444.1
HymHub-v0.3.0-HILC-1151	HsalILC-03415		XP_011154232.1
HymHub-v0.3.0-HILC-1151	PcanILC-06176		XP_014603118.1
HymHub-v0.3.0-HILC-1151	PdtlILC-06203		PdomMRNAr1.2-09642.1
HymHub-v0.3.0-HILC-1151	NvitILC-10685		XP_008207412.1
HymHub-v0.3.0-HILC-1152	AmelILC-14422		XP_392684.2
HymHub-v0.3.0-HILC-1152	BterILC-11299		XP_003401231.1
HymHub-v0.3.0-HILC-1152	CfloILC-03384		XP_011268669.1
HymHub-v0.3.0-HILC-1152	HsalILC-10214		XP_011139556.1
HymHub-v0.3.0-HILC-1152	PcanILC-10828		XP_014610158.1
HymHub-v0.3.0-HILC-1152	PdtlILC-03006		PdomMRNAr1.2-06909.1
HymHub-v0.3.0-HILC-1152	NvitILC-10373		XP_001607543.1
HymHub-v0.3.0-HILC-1153	AmelILC-09617		XP_394769.2
HymHub-v0.3.0-HILC-1153	BterILC-06589		XP_003397933.1
HymHub-v0.3.0-HILC-1153	CfloILC-21498		XP_011263650.1
HymHub-v0.3.0-HILC-1153	HsalILC-15086		XP_011144028.1
HymHub-v0.3.0-HILC-1153	PcanILC-07354		XP_014604949.1
HymHub-v0.3.0-HILC-1153	PdtlILC-12404		PdomMRNAr1.2-06345.1
HymHub-v0.3.0-HILC-1153	NvitILC-19165		XP_001600508.1
HymHub-v0.3.0-HILC-1154	AmelILC-09588		XP_006567413.1
HymHub-v0.3.0-HILC-1154	BterILC-05876		XP_003397501.1
HymHub-v0.3.0-HILC-1154	CfloILC-06795		XP_011251830.1
HymHub-v0.3.0-HILC-1154	HsalILC-07671		XP_011137293.1
HymHub-v0.3.0-HILC-1154	PcanILC-11072		XP_014610436.1
HymHub-v0.3.0-HILC-1154	PdtlILC-16770		PdomMRNAr1.2-00754.1
HymHub-v0.3.0-HILC-1154	NvitILC-10847		XP_008207580.1
HymHub-v0.3.0-HILC-1155	AmelILC-11382		XP_003250905.1
HymHub-v0.3.0-HILC-1155	BterILC-08177		XP_003398907.2
HymHub-v0.3.0-HILC-1155	CfloILC-10862		XP_011255152.1
HymHub-v0.3.0-HILC-1155	HsalILC-21773		XP_011149685.1
HymHub-v0.3.0-HILC-1155	PcanILC-01406		XP_014615018.1
HymHub-v0.3.0-HILC-1155	PdtlILC-02760		PdomMRNAr1.2-08762.1
HymHub-v0.3.0-HILC-1155	NvitILC-09000		XP_008211428.1
HymHub-v0.3.0-HILC-1156	AmelILC-14510		XP_623887.2
HymHub-v0.3.0-HILC-1156	BterILC-11234		XP_012172419.1
HymHub-v0.3.0-HILC-1156	CfloILC-18793		XP_011261548.1
HymHub-v0.3.0-HILC-1156	HsalILC-13114		XP_011142187.1
HymHub-v0.3.0-HILC-1156	PcanILC-05617		XP_014602172.1
HymHub-v0.3.0-HILC-1156	PdtlILC-03155		PdomMRNAr1.2-06942.1
HymHub-v0.3.0-HILC-1156	NvitILC-10447		XP_001606612.1
HymHub-v0.3.0-HILC-1157	AmelILC-12119		XP_006559330.1
HymHub-v0.3.0-HILC-1157	BterILC-10990		XP_003401448.1
HymHub-v0.3.0-HILC-1157	CfloILC-17482		XP_011260777.1
HymHub-v0.3.0-HILC-1157	HsalILC-10322		XP_011139647.1
HymHub-v0.3.0-HILC-1157	PcanILC-03736		XP_014599171.1
HymHub-v0.3.0-HILC-1157	PdtlILC-07906		PdomMRNAr1.2-05363.1
HymHub-v0.3.0-HILC-1157	NvitILC-18532		XP_001601355.2
HymHub-v0.3.0-HILC-1158	AmelILC-01721		XP_395702.3
HymHub-v0.3.0-HILC-1158	BterILC-00234		XP_003393017.1
HymHub-v0.3.0-HILC-1158	CfloILC-23881		XP_011265584.1
HymHub-v0.3.0-HILC-1158	HsalILC-02336		XP_011149703.1
HymHub-v0.3.0-HILC-1158	PcanILC-09513		XP_014608190.1
HymHub-v0.3.0-HILC-1158	PdtlILC-02021		PdomMRNAr1.2-11272.1
HymHub-v0.3.0-HILC-1158	NvitILC-05561		XP_001601437.1
HymHub-v0.3.0-HILC-1159	AmelILC-07669		XP_394689.2
HymHub-v0.3.0-HILC-1159	BterILC-05203		XP_003396875.1
HymHub-v0.3.0-HILC-1159	CfloILC-25927		XP_011267123.1
HymHub-v0.3.0-HILC-1159	HsalILC-21423		XP_011149366.1
HymHub-v0.3.0-HILC-1159	PcanILC-04357		XP_014600291.1
HymHub-v0.3.0-HILC-1159	PdtlILC-15853		PdomMRNAr1.2-00631.1
HymHub-v0.3.0-HILC-1159	NvitILC-08975		XP_001604504.2
HymHub-v0.3.0-HILC-1160	AmelILC-08448		XP_394865.2
HymHub-v0.3.0-HILC-1160	BterILC-14488		XP_003403092.1
HymHub-v0.3.0-HILC-1160	CfloILC-05693		XP_011251037.1
HymHub-v0.3.0-HILC-1160	HsalILC-03705		XP_011154496.1
HymHub-v0.3.0-HILC-1160	PcanILC-04848		XP_014601058.1
HymHub-v0.3.0-HILC-1160	PdtlILC-07425		PdomMRNAr1.2-04149.1
HymHub-v0.3.0-HILC-1160	NvitILC-02175		XP_008212009.1
HymHub-v0.3.0-HILC-1161	AmelILC-12826		XP_006559390.1
HymHub-v0.3.0-HILC-1161	BterILC-09477		XP_012171049.1
HymHub-v0.3.0-HILC-1161	CfloILC-09470		XP_011254033.1
HymHub-v0.3.0-HILC-1161	HsalILC-25975		XP_011152910.1
HymHub-v0.3.0-HILC-1161	PcanILC-08830		XP_014607091.1
HymHub-v0.3.0-HILC-1161	PdtlILC-07402		PdomMRNAr1.2-02606.1
HymHub-v0.3.0-HILC-1161	NvitILC-10359		XP_008207098.1
HymHub-v0.3.0-HILC-1162	AmelILC-13754		XP_001121339.1
HymHub-v0.3.0-HILC-1162	BterILC-10091		XP_003400570.1
HymHub-v0.3.0-HILC-1162	CfloILC-16961		XP_011260353.1
HymHub-v0.3.0-HILC-1162	HsalILC-22183		XP_011149983.1
HymHub-v0.3.0-HILC-1162	PcanILC-06644		XP_014603908.1
HymHub-v0.3.0-HILC-1162	PdtlILC-10040		PdomMRNAr1.2-02537.1
HymHub-v0.3.0-HILC-1162	NvitILC-11955		XP_001599456.2
HymHub-v0.3.0-HILC-1163	AmelILC-10906		XP_006558850.1
HymHub-v0.3.0-HILC-1163	BterILC-13089		XP_012174258.1
HymHub-v0.3.0-HILC-1163	CfloILC-19578		XP_011262205.1
HymHub-v0.3.0-HILC-1163	HsalILC-10277		XP_011139624.1
HymHub-v0.3.0-HILC-1163	PcanILC-12174		XP_014611850.1
HymHub-v0.3.0-HILC-1163	PdtlILC-17571		PdomMRNAr1.2-04638.1
HymHub-v0.3.0-HILC-1163	NvitILC-00513		XP_001607642.1
HymHub-v0.3.0-HILC-1164	AmelILC-15271		XP_623549.2
HymHub-v0.3.0-HILC-1164	BterILC-12155		XP_003402125.1
HymHub-v0.3.0-HILC-1164	CfloILC-09931		XP_011254421.1
HymHub-v0.3.0-HILC-1164	HsalILC-13437		XP_011142494.1
HymHub-v0.3.0-HILC-1164	PcanILC-11618		XP_014611145.1
HymHub-v0.3.0-HILC-1164	PdtlILC-05915		PdomMRNAr1.2-10520.1
HymHub-v0.3.0-HILC-1164	NvitILC-01794		XP_001600780.1
HymHub-v0.3.0-HILC-1165	AmelILC-01820		XP_006571470.1
HymHub-v0.3.0-HILC-1165	BterILC-00447		XP_012165526.1
HymHub-v0.3.0-HILC-1165	CfloILC-14651		XP_011258507.1
HymHub-v0.3.0-HILC-1165	HsalILC-02158		XP_011147854.1
HymHub-v0.3.0-HILC-1165	PcanILC-08593		XP_014606760.1
HymHub-v0.3.0-HILC-1165	PdtlILC-10316		PdomMRNAr1.2-10130.1
HymHub-v0.3.0-HILC-1165	NvitILC-08833		XP_001601719.1
HymHub-v0.3.0-HILC-1166	AmelILC-05227		XP_624407.2
HymHub-v0.3.0-HILC-1166	BterILC-03486		XP_012164195.1
HymHub-v0.3.0-HILC-1166	CfloILC-07847		XP_011252771.1
HymHub-v0.3.0-HILC-1166	HsalILC-09479		XP_011138954.1
HymHub-v0.3.0-HILC-1166	PcanILC-02544		XP_014616673.1
HymHub-v0.3.0-HILC-1166	PdtlILC-03089		PdomMRNAr1.2-05269.1
HymHub-v0.3.0-HILC-1166	NvitILC-17167		XP_008208488.1
HymHub-v0.3.0-HILC-1167	AmelILC-04699		XP_392315.1
HymHub-v0.3.0-HILC-1167	BterILC-03170		XP_003395244.1
HymHub-v0.3.0-HILC-1167	CfloILC-09180		XP_011253879.1
HymHub-v0.3.0-HILC-1167	HsalILC-15999		XP_011144718.1
HymHub-v0.3.0-HILC-1167	PcanILC-03645		XP_014599046.1
HymHub-v0.3.0-HILC-1167	PdtlILC-04164		PdomMRNAr1.2-00879.1
HymHub-v0.3.0-HILC-1167	NvitILC-07411		XP_008204605.1
HymHub-v0.3.0-HILC-1168	AmelILC-05694		XP_397201.2
HymHub-v0.3.0-HILC-1168	BterILC-03370		XP_003395802.1
HymHub-v0.3.0-HILC-1168	CfloILC-22691		XP_011264533.1
HymHub-v0.3.0-HILC-1168	HsalILC-25600		XP_011152577.1
HymHub-v0.3.0-HILC-1168	PcanILC-13093		XP_014613024.1
HymHub-v0.3.0-HILC-1168	PdtlILC-13271		PdomMRNAr1.2-03334.1
HymHub-v0.3.0-HILC-1168	NvitILC-08686		XP_008206466.1
HymHub-v0.3.0-HILC-1169	AmelILC-16281		XP_392903.1
HymHub-v0.3.0-HILC-1169	BterILC-11409		XP_012172897.1
HymHub-v0.3.0-HILC-1169	CfloILC-02349		XP_011264986.1
HymHub-v0.3.0-HILC-1169	HsalILC-00821		XP_011137817.1
HymHub-v0.3.0-HILC-1169	PcanILC-04714		XP_014600978.1
HymHub-v0.3.0-HILC-1169	PdtlILC-05820		PdomMRNAr1.2-07631.1
HymHub-v0.3.0-HILC-1169	NvitILC-21259		XP_001602999.1
HymHub-v0.3.0-HILC-1170	AmelILC-06974		NP_001155181.1
HymHub-v0.3.0-HILC-1170	BterILC-02618		XP_003394776.1
HymHub-v0.3.0-HILC-1170	CfloILC-03757		XP_011269099.1
HymHub-v0.3.0-HILC-1170	HsalILC-24427		XP_011151711.1
HymHub-v0.3.0-HILC-1170	PcanILC-10963		XP_014610309.1
HymHub-v0.3.0-HILC-1170	PdtlILC-17049		PdomMRNAr1.2-01485.1
HymHub-v0.3.0-HILC-1170	NvitILC-15454		XP_008205644.1
HymHub-v0.3.0-HILC-1171	AmelILC-08962		XP_625099.2
HymHub-v0.3.0-HILC-1171	BterILC-12032		XP_012173318.1
HymHub-v0.3.0-HILC-1171	CfloILC-09071		XP_011253836.1
HymHub-v0.3.0-HILC-1171	HsalILC-16610		XP_011145231.1
HymHub-v0.3.0-HILC-1171	PcanILC-00971		XP_014608842.1
HymHub-v0.3.0-HILC-1171	PdtlILC-08324		PdomMRNAr1.2-09047.1
HymHub-v0.3.0-HILC-1171	NvitILC-12708		XP_008201733.1
HymHub-v0.3.0-HILC-1172	AmelILC-07413		XP_392468.2
HymHub-v0.3.0-HILC-1172	BterILC-05466		XP_012166293.1
HymHub-v0.3.0-HILC-1172	CfloILC-22891		XP_011264734.1
HymHub-v0.3.0-HILC-1172	HsalILC-11171		XP_011140460.1
HymHub-v0.3.0-HILC-1172	PcanILC-04184		XP_014600078.1
HymHub-v0.3.0-HILC-1172	PdtlILC-03481		PdomMRNAr1.2-04107.1
HymHub-v0.3.0-HILC-1172	NvitILC-00326		XP_008202899.1
HymHub-v0.3.0-HILC-1173	AmelILC-07044		XP_393034.1
HymHub-v0.3.0-HILC-1173	BterILC-12349		XP_003402299.1
HymHub-v0.3.0-HILC-1173	CfloILC-09927		XP_011254417.1
HymHub-v0.3.0-HILC-1173	HsalILC-26323		XP_011153236.1
HymHub-v0.3.0-HILC-1173	PcanILC-09531		XP_014608219.1
HymHub-v0.3.0-HILC-1173	PdtlILC-02039		PdomMRNAr1.2-00387.1
HymHub-v0.3.0-HILC-1173	NvitILC-01296		NP_001153326.1
HymHub-v0.3.0-HILC-1174	AmelILC-05539		XP_006567786.1
HymHub-v0.3.0-HILC-1174	BterILC-03530		XP_012164153.1
HymHub-v0.3.0-HILC-1174	CfloILC-06274		XP_011251461.1
HymHub-v0.3.0-HILC-1174	HsalILC-04766		XP_011134949.1
HymHub-v0.3.0-HILC-1174	PcanILC-05647		XP_014602268.1
HymHub-v0.3.0-HILC-1174	PdtlILC-01946		PdomMRNAr1.2-08050.1
HymHub-v0.3.0-HILC-1174	NvitILC-14337		XP_008204115.1
HymHub-v0.3.0-HILC-1175	AmelILC-00644		XP_006563359.1
HymHub-v0.3.0-HILC-1175	BterILC-06676		XP_003397962.1
HymHub-v0.3.0-HILC-1175	CfloILC-14224		XP_011258098.1
HymHub-v0.3.0-HILC-1175	HsalILC-07637		XP_011137252.1
HymHub-v0.3.0-HILC-1175	PcanILC-03608		XP_014599070.1
HymHub-v0.3.0-HILC-1175	PdtlILC-04214		PdomMRNAr1.2-03636.1
HymHub-v0.3.0-HILC-1175	NvitILC-03728		XP_008209820.1
HymHub-v0.3.0-HILC-1176	AmelILC-03201		XP_624613.1
HymHub-v0.3.0-HILC-1176	BterILC-01930		XP_003394174.1
HymHub-v0.3.0-HILC-1176	CfloILC-09715		XP_011254236.1
HymHub-v0.3.0-HILC-1176	HsalILC-18735		XP_011146996.1
HymHub-v0.3.0-HILC-1176	PcanILC-11840		XP_014611361.1
HymHub-v0.3.0-HILC-1176	PdtlILC-07573		PdomMRNAr1.2-08644.1
HymHub-v0.3.0-HILC-1176	NvitILC-04158		NP_001153444.1
HymHub-v0.3.0-HILC-1177	AmelILC-03040		XP_006568873.1
HymHub-v0.3.0-HILC-1177	BterILC-13315		XP_003402684.1
HymHub-v0.3.0-HILC-1177	CfloILC-10003		XP_011254465.1
HymHub-v0.3.0-HILC-1177	HsalILC-06286		XP_011136193.1
HymHub-v0.3.0-HILC-1177	PcanILC-01510		XP_014614772.1
HymHub-v0.3.0-HILC-1177	PdtlILC-16040		PdomMRNAr1.2-05685.1
HymHub-v0.3.0-HILC-1177	NvitILC-06754		XP_008213380.1
HymHub-v0.3.0-HILC-1178	AmelILC-14634		XP_392065.2
HymHub-v0.3.0-HILC-1178	BterILC-10745		XP_003401081.1
HymHub-v0.3.0-HILC-1178	CfloILC-20710		XP_011263064.1
HymHub-v0.3.0-HILC-1178	HsalILC-01130		XP_011140282.1
HymHub-v0.3.0-HILC-1178	PcanILC-07608		XP_014605287.1
HymHub-v0.3.0-HILC-1178	PdtlILC-01774		PdomMRNAr1.2-07705.1
HymHub-v0.3.0-HILC-1178	NvitILC-10821		XP_001607941.2
HymHub-v0.3.0-HILC-1179	AmelILC-03336		XP_623456.1
HymHub-v0.3.0-HILC-1179	BterILC-01718		XP_003394334.1
HymHub-v0.3.0-HILC-1179	CfloILC-12457		XP_011256793.1
HymHub-v0.3.0-HILC-1179	HsalILC-17099		XP_011145623.1
HymHub-v0.3.0-HILC-1179	PcanILC-14427		XP_014614605.1
HymHub-v0.3.0-HILC-1179	PdtlILC-17400		PdomMRNAr1.2-03809.1
HymHub-v0.3.0-HILC-1179	NvitILC-04120		XP_008212461.1
HymHub-v0.3.0-HILC-1180	AmelILC-02962		XP_006568752.1
HymHub-v0.3.0-HILC-1180	BterILC-01206		XP_012173848.1
HymHub-v0.3.0-HILC-1180	CfloILC-25329		XP_011266676.1
HymHub-v0.3.0-HILC-1180	HsalILC-14138		XP_011143204.1
HymHub-v0.3.0-HILC-1180	PcanILC-01112		XP_014612018.1
HymHub-v0.3.0-HILC-1180	PdtlILC-09150		PdomMRNAr1.2-09895.1
HymHub-v0.3.0-HILC-1180	NvitILC-06764		XP_008213401.1
